Attention Check,Vehicle Imagined,AV Experience,Primary Mode,ADAS Usage,Tech Confidence,Driving Experience,Continent,Gender,Age,Display,Answer Value,Video ID,Ethnicity,Country,Student,Employment,Driver Trust,Time To Event,Light Conditions,Weather,Scene,Road Type,Ego Fault,Point of Impact,Ego Avoidability,Ego Maneuver,Ego Speeding,Ego Violation,Other Maneuver,Other Speeding,Other Body Style,Other Violation,VRU Involvement,Impact Severity
Pass,HDV,No,Car,Low,Medium,>10,North America,Female,25-45,HDV,1.0,F_VZhpr9ufANOr6QT,Asian,Canada,Yes,Full-Time,High,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,1.0,F_VZhpr9ufANOr6QT,Black,South Africa,Unknown,Unknown,Medium,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,High,High,>10,Africa,Female,45-65,HDV,1.0,F_VZhpr9ufANOr6QT,Black,South Africa,No,Full-Time,Medium,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,High,5-10,Africa,Male,<25,AV,1.0,F_VZhpr9ufANOr6QT,Black,Kenya,No,Full-Time,Low,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,AV,0.0,F_VZhpr9ufANOr6QT,Black,South Africa,No,Full-Time,Medium,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Low,High,>10,Africa,Female,25-45,AV,1.0,F_VZhpr9ufANOr6QT,Black,South Africa,No,Full-Time,Medium,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,High,5-10,Africa,Male,25-45,AV,1.0,F_VZhpr9ufANOr6QT,Black,South Africa,No,Full-Time,Medium,1.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Public Transport,Medium,Medium,<5,North America,Female,<25,AV,0.0,F_AeZzsNjWUXhIzDH,Asian,Canada,Yes,Part-Time,Low,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Low,High,>10,North America,Male,25-45,HDV,0.0,F_AeZzsNjWUXhIzDH,White,United States,No,Unemployed,Medium,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Low,High,<5,Africa,Female,<25,AV,0.0,F_AeZzsNjWUXhIzDH,Black,South Africa,Yes,Unemployed,Low,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,High,<5,Africa,Female,25-45,AV,0.0,F_AeZzsNjWUXhIzDH,Black,South Africa,Yes,Part-Time,Medium,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,High,>10,Africa,Female,45-65,HDV,0.0,F_AeZzsNjWUXhIzDH,Black,South Africa,Yes,Full-Time,Medium,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Female,<25,AV,0.0,F_AeZzsNjWUXhIzDH,Black,South Africa,No,Full-Time,Low,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,Yes,Car,High,Medium,<5,Africa,Female,25-45,HDV,0.0,F_AeZzsNjWUXhIzDH,Black,South Africa,Unknown,Unknown,Medium,2.0,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Low,Medium,>10,Europe,Male,25-45,AV,0.0,F_iPg4wDuzgE6djsF,White,Poland,No,Full-Time,Low,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Low,Medium,>10,North America,Female,45-65,HDV,0.0,F_iPg4wDuzgE6djsF,White,Canada,No,Part-Time,Medium,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,High,5-10,Africa,Female,25-45,AV,0.0,F_iPg4wDuzgE6djsF,Black,South Africa,Unknown,Unknown,Low,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Public Transport,Low,Low,5-10,Africa,Male,25-45,HDV,0.0,F_iPg4wDuzgE6djsF,Black,South Africa,Yes,Full-Time,Medium,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Low,High,>10,Africa,Male,45-65,AV,0.0,F_iPg4wDuzgE6djsF,Black,South Africa,Yes,Full-Time,Low,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,HDV,0.0,F_iPg4wDuzgE6djsF,Black,South Africa,No,Full-Time,Medium,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,25-45,HDV,1.0,F_iPg4wDuzgE6djsF,Black,South Africa,Yes,Full-Time,Low,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,Yes,Car,Medium,High,5-10,Africa,Female,25-45,AV,1.0,F_iPg4wDuzgE6djsF,Black,South Africa,No,Full-Time,Medium,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,45-65,HDV,0.0,F_iPg4wDuzgE6djsF,Black,South Africa,No,Full-Time,High,2.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,Medium,<5,Europe,Male,<25,HDV,1.0,F_nsvW9amICrtVhOi,White,Poland,Yes,Unemployed,Medium,0.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Low,Medium,>10,North America,Female,45-65,HDV,1.0,F_nsvW9amICrtVhOi,Black,United States,No,Unemployed,Low,0.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,AV,0.0,F_nsvW9amICrtVhOi,Black,South Africa,Yes,Part-Time,Medium,0.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,25-45,HDV,1.0,F_nsvW9amICrtVhOi,Black,South Africa,Yes,Full-Time,Low,0.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,HDV,No,Public Transport,Low,Medium,<5,Africa,Female,<25,HDV,1.0,F_nsvW9amICrtVhOi,Black,South Africa,Yes,Full-Time,Low,0.5,Twilight,Clear,Highway,Ramp,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Near-Miss
Pass,AV,No,Car,Medium,Medium,>10,Europe,Female,25-45,AV,1.0,F_GqzHnTCwjll2y7I,White,United Kingdom,Unknown,Unknown,Medium,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Bicycle/on foot,Low,Medium,>10,Europe,Male,25-45,HDV,0.0,F_GqzHnTCwjll2y7I,White,Poland,No,Full-Time,High,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Public Transport,Low,Medium,<5,Europe,Male,25-45,HDV,0.0,F_GqzHnTCwjll2y7I,White,Latvia,Unknown,Unknown,High,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Public Transport,High,Medium,<5,Africa,Male,<25,HDV,1.0,F_GqzHnTCwjll2y7I,Black,South Africa,No,Part-Time,Medium,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Medium,High,>10,Africa,Female,45-65,HDV,1.0,F_GqzHnTCwjll2y7I,Mixed,South Africa,No,Full-Time,Medium,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,1.0,F_GqzHnTCwjll2y7I,Black,South Africa,Unknown,Full-Time,Medium,1.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Low,Medium,5-10,North America,Male,25-45,AV,0.0,F_bSLXWmdPtGYNbZ9,White,United States,Unknown,Unknown,Low,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Bicycle/on foot,Low,Medium,<5,Europe,Female,<25,AV,1.0,F_bSLXWmdPtGYNbZ9,White,Poland,Yes,Unknown,Low,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Low,Medium,>10,Europe,Other,45-65,AV,1.0,F_bSLXWmdPtGYNbZ9,White,France,Unknown,Unknown,Low,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,High,High,>10,Europe,Male,25-45,AV,0.0,F_bSLXWmdPtGYNbZ9,White,Italy,No,Full-Time,High,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Medium,High,5-10,Africa,Female,<25,HDV,0.0,F_bSLXWmdPtGYNbZ9,Black,South Africa,Yes,Full-Time,High,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,High,High,>10,Africa,Female,45-65,HDV,1.0,F_bSLXWmdPtGYNbZ9,Black,South Africa,No,Full-Time,Medium,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Medium,Medium,<5,Africa,Female,<25,HDV,0.0,F_bSLXWmdPtGYNbZ9,Black,South Africa,Unknown,Unknown,High,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,Yes,Public Transport,Medium,High,>10,Africa,Female,25-45,AV,1.0,F_bSLXWmdPtGYNbZ9,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Bicycle/on foot,Low,High,>10,Europe,Male,25-45,HDV,0.0,F_54rV31cBTK3S3Ll,White,Czech Republic,No,Full-Time,Medium,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Low,High,>10,North America,Male,25-45,HDV,1.0,F_54rV31cBTK3S3Ll,Asian,United States,Unknown,Unknown,High,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Medium,Medium,>10,North America,Male,25-45,AV,0.0,F_54rV31cBTK3S3Ll,White,United States,No,Part-Time,Low,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_54rV31cBTK3S3Ll,Black,South Africa,Yes,Full-Time,High,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Low,High,>10,Europe,Male,45-65,HDV,1.0,F_54rV31cBTK3S3Ll,White,United Kingdom,No,Unemployed,Medium,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,Yes,Car,Medium,Medium,5-10,Africa,Male,<25,AV,0.0,F_54rV31cBTK3S3Ll,Black,South Africa,No,Full-Time,Low,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,Yes,Public Transport,Medium,High,<5,Africa,Female,25-45,HDV,0.0,F_54rV31cBTK3S3Ll,Black,South Africa,Yes,Unemployed,Low,2.0,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Medium,High,5-10,North America,Female,<25,AV,0.0,F_RQXsvh9TyN5NIUa,White,Mexico,No,Full-Time,High,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Medium,High,>10,North America,Male,25-45,AV,0.0,F_RQXsvh9TyN5NIUa,Asian,United States,No,Full-Time,Medium,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Medium,Medium,>10,Africa,Female,45-65,AV,1.0,F_RQXsvh9TyN5NIUa,Black,South Africa,No,Full-Time,Low,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Low,Medium,>10,North America,Other,25-45,HDV,1.0,F_RQXsvh9TyN5NIUa,White,United States,No,Unemployed,Medium,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,High,High,>10,Africa,Female,45-65,HDV,1.0,F_RQXsvh9TyN5NIUa,Black,South Africa,No,Full-Time,Medium,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,Yes,Car,Medium,High,5-10,Africa,Female,<25,HDV,1.0,F_RQXsvh9TyN5NIUa,Black,South Africa,No,Full-Time,Medium,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,High,High,5-10,Africa,Female,25-45,HDV,0.0,F_RQXsvh9TyN5NIUa,Black,South Africa,Unknown,Unknown,High,2.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Male,<25,HDV,0.0,F_gjrgXy3KHzv3dJ8,White,United Kingdom,Unknown,Unknown,High,0.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,Low,High,>10,Europe,Male,25-45,HDV,1.0,F_gjrgXy3KHzv3dJ8,White,Greece,No,Full-Time,Medium,0.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Public Transport,Low,High,<5,Oceania,Male,25-45,HDV,1.0,F_gjrgXy3KHzv3dJ8,White,New Zealand,No,Unemployed,High,0.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Public Transport,Medium,Medium,5-10,Africa,Female,25-45,HDV,1.0,F_gjrgXy3KHzv3dJ8,Black,South Africa,Yes,Full-Time,Medium,0.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,AV,No,Car,Low,Medium,<5,Europe,Female,45-65,AV,1.0,F_gjrgXy3KHzv3dJ8,Black,United Kingdom,Unknown,Unknown,Medium,0.5,Dark,Cloudy,Urban,Signalized Intersection,No,Head-On,Potentially Avoidable,Lane Changing,No,No,Turning,No,SUV,Right-of-way,No,Near-Miss
Pass,HDV,No,Car,High,High,<5,North America,Male,25-45,HDV,0.0,F_g4hu98TRMkOFMSh,Unknown,Unknown,Unknown,Unknown,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Bicycle/on foot,Low,High,<5,Europe,Male,<25,AV,0.0,F_g4hu98TRMkOFMSh,White,Germany,Yes,Unknown,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Low,Low,>10,Europe,Male,45-65,HDV,1.0,F_g4hu98TRMkOFMSh,White,United Kingdom,No,Unemployed,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,1.0,F_g4hu98TRMkOFMSh,Black,South Africa,Yes,Part-Time,Low,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Low,Medium,5-10,North America,Male,25-45,HDV,0.0,F_g4hu98TRMkOFMSh,White,Canada,Unknown,Unknown,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,0.0,F_eWDsHKBAfPmmRkm,Black,United States,Unknown,Unknown,Low,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Low,High,>10,North America,Male,25-45,HDV,0.0,F_eWDsHKBAfPmmRkm,White,United States,Unknown,Unknown,High,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Public Transport,Medium,High,5-10,Europe,Female,25-45,AV,0.0,F_eWDsHKBAfPmmRkm,White,United Kingdom,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Public Transport,Low,High,>10,Europe,Male,25-45,HDV,1.0,F_eWDsHKBAfPmmRkm,White,Portugal,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Motorcycle,Low,High,5-10,Asia,Male,25-45,HDV,0.0,F_eWDsHKBAfPmmRkm,Asian,India,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Public Transport,Low,High,>10,North America,Female,>65,HDV,0.0,F_eWDsHKBAfPmmRkm,White,United States,Unknown,Unknown,Low,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Public Transport,Low,Medium,<5,Africa,Female,<25,AV,0.0,F_eWDsHKBAfPmmRkm,Black,South Africa,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Car,High,High,5-10,Africa,Male,25-45,AV,0.0,F_eWDsHKBAfPmmRkm,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Car,Medium,High,>10,North America,Female,45-65,AV,1.0,F_OTxN6pQenJc2mBM,White,United States,Unknown,Unknown,Low,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,Yes,Car,Medium,High,5-10,Africa,Female,<25,HDV,0.0,F_OTxN6pQenJc2mBM,Black,South Africa,No,Full-Time,Medium,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Low,Medium,5-10,Africa,Male,25-45,HDV,0.0,F_OTxN6pQenJc2mBM,Black,Kenya,Yes,Full-Time,Medium,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Car,High,High,>10,North America,Female,25-45,AV,0.0,F_6fnFx1fOz4LKy9b,Black,Canada,No,Full-Time,Low,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,No,Car,Medium,High,>10,Europe,Male,45-65,AV,1.0,F_6fnFx1fOz4LKy9b,White,United Kingdom,Unknown,Unknown,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Medium,High,5-10,Europe,Female,25-45,HDV,0.0,F_6fnFx1fOz4LKy9b,White,United Kingdom,No,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Bicycle/on foot,Low,Medium,>10,Europe,Female,>65,HDV,1.0,F_6fnFx1fOz4LKy9b,White,United Kingdom,No,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,AV,Yes,Bicycle/on foot,Low,Medium,<5,South America,Male,<25,AV,0.0,F_6fnFx1fOz4LKy9b,Unknown,Chile,Yes,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Low,High,>10,Africa,Female,45-65,HDV,0.0,F_6fnFx1fOz4LKy9b,Black,South Africa,Yes,Unknown,Low,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Unknown,HDV,Yes,Car,Medium,High,>10,Africa,Female,25-45,AV,0.0,F_6fnFx1fOz4LKy9b,Unknown,South Africa,Yes,Full-Time,High,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,HDV,0.0,F_6fnFx1fOz4LKy9b,Black,South Africa,No,Full-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
Pass,HDV,No,Public Transport,Medium,Medium,5-10,Europe,Other,25-45,HDV,0.0,F_nVjzOIM6KpESYJa,White,Poland,No,Part-Time,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Potentially Avoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,Yes,Near-Miss
